,LOCATION,SUBJECT,TIME,percent_GDP
3859,LTU,TOT,2008,2.318
3860,LTU,TOT,2009,3.461
3861,LTU,TOT,2010,2.843
3862,LTU,TOT,2011,2.346
3863,LTU,TOT,2012,1.793
3864,LTU,TOT,2013,1.581
3865,LTU,TOT,2014,1.574
3866,LTU,TOT,2015,1.628
3867,LTU,TOT,2016,1.711
3868,LTU,TOT,2017,1.779
3869,LTU,TOT,2018,2.27
3870,LTU,TOT,2019,2.46
3919,COL,TOT,2010,1.396
3920,COL,TOT,2011,1.219
3921,COL,TOT,2012,1.5
3922,COL,TOT,2013,1.748
3923,COL,TOT,2014,1.821
3924,COL,TOT,2015,1.958
3925,COL,TOT,2016,1.76
3926,COL,TOT,2017,1.655
3927,COL,TOT,2018,1.665
3928,COL,TOT,2019,1.753
3929,COL,TOT,2020,2.634
3930,COL,TOT,2021,2.267
3955,CRI,TOT,2011,0.916
3956,CRI,TOT,2012,0.892
3957,CRI,TOT,2013,1.026
3958,CRI,TOT,2014,1.01
3959,CRI,TOT,2015,1.05
3960,CRI,TOT,2016,1.059
3961,CRI,TOT,2017,1.027
3962,CRI,TOT,2018,0.92
3963,CRI,TOT,2019,0.98
3964,CRI,TOT,2020,0.963
